generation_id,fitness,blocks_used,chromosome
509,359,28,"{6,6, 7,7, 2,2,28}([6]1,2,3)([7]4,2,1)([8]1,5,1)([9]4,2,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]12,4,0)([14]8,9,1)([15]8,12,2)([16]9,8,1)([17]10,8,3)([18]1,8,0)([19]4,1,1)([20]12,4,1)([21]4,11,0)([22]14,3,2)([23]6,19,1)([24]11,16,0)([25]6,9,1)([26]11,2,1)([27]16,0,2)([28]18,20,1)([29]18,18,1)([30]13,18,2)([31]1,26,1)([32]14,18,1)([33]0,2,0)([34]23,31,3)([35]22,30,1)([36]28,0,3)([37]33,5,1)([38]25,0,3)([39]21,25,2)([40]26,23,2)([41]28,37,2)([42]34,1,1)([43]32,33,3)([44]34,3,2)([45]35,36,1)([46]31,33,3)([47]40,37,3)([48]44,38,3)([49]4,43,1)([50]41,47,0)([51]2,5,1)([52]0,38,1)([53]36,46,2)([54]3,0,1)(28,45,49,47,17,51)"
509,347,28,"{6,6, 7,7, 2,2,28}([6]1,2,3)([7]4,2,1)([8]1,5,1)([9]4,2,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]12,4,0)([14]8,9,1)([15]8,12,2)([16]9,8,1)([17]10,8,3)([18]1,8,0)([19]4,1,1)([20]12,4,1)([21]4,11,0)([22]14,3,2)([23]6,19,1)([24]11,16,0)([25]6,9,1)([26]11,2,1)([27]16,0,2)([28]18,20,1)([29]18,18,1)([30]13,18,2)([31]0,26,3)([32]14,18,1)([33]0,2,0)([34]23,31,3)([35]22,30,1)([36]28,0,3)([37]33,5,1)([38]25,0,3)([39]21,25,2)([40]26,23,2)([41]28,37,2)([42]34,1,1)([43]32,33,3)([44]34,3,2)([45]35,36,1)([46]31,33,3)([47]40,37,3)([48]44,38,3)([49]4,46,1)([50]41,47,0)([51]2,5,1)([52]0,38,1)([53]36,46,2)([54]3,0,1)(28,45,49,47,17,51)"
509,357,28,"{6,6, 7,7, 2,2,28}([6]1,2,3)([7]4,2,1)([8]1,5,1)([9]4,2,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]12,4,0)([14]8,9,1)([15]8,12,2)([16]9,8,1)([17]10,8,3)([18]1,8,0)([19]4,1,1)([20]12,4,1)([21]4,11,0)([22]14,3,2)([23]6,19,1)([24]11,16,0)([25]6,9,1)([26]11,2,1)([27]16,0,2)([28]18,20,1)([29]18,18,1)([30]13,14,2)([31]0,26,1)([32]14,18,1)([33]0,2,0)([34]23,31,3)([35]22,30,1)([36]28,0,3)([37]33,5,1)([38]25,0,3)([39]21,25,2)([40]26,23,2)([41]28,37,2)([42]34,1,1)([43]32,33,3)([44]34,3,2)([45]35,36,1)([46]31,33,3)([47]40,37,3)([48]44,38,3)([49]4,46,1)([50]41,47,0)([51]2,5,1)([52]0,38,1)([53]36,46,2)([54]3,0,1)(28,45,49,47,17,51)"
509,357,28,"{6,6, 7,7, 2,2,28}([6]1,2,3)([7]4,2,1)([8]1,5,1)([9]4,2,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]12,4,0)([14]8,9,1)([15]8,12,2)([16]9,8,1)([17]10,8,3)([18]1,8,0)([19]4,1,1)([20]12,4,1)([21]4,11,0)([22]14,3,2)([23]6,19,1)([24]11,16,0)([25]6,9,1)([26]11,2,1)([27]16,0,2)([28]18,20,1)([29]18,18,1)([30]13,18,2)([31]0,26,1)([32]14,18,1)([33]0,2,0)([34]23,31,3)([35]22,30,1)([36]28,0,3)([37]33,5,1)([38]25,0,3)([39]21,25,2)([40]26,23,2)([41]28,37,2)([42]34,1,1)([43]32,33,3)([44]34,3,2)([45]35,36,1)([46]31,33,3)([47]40,37,3)([48]44,38,3)([49]4,46,1)([50]41,47,0)([51]2,5,1)([52]0,38,1)([53]36,46,2)([54]3,0,1)(28,45,49,47,17,51)"
509,357,28,"{6,6, 7,7, 2,2,28}([6]1,2,3)([7]4,2,1)([8]1,5,1)([9]4,2,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]12,4,0)([14]8,9,1)([15]8,12,2)([16]9,8,1)([17]10,8,3)([18]1,8,0)([19]4,1,1)([20]12,4,1)([21]4,11,0)([22]14,3,2)([23]6,19,1)([24]11,16,0)([25]6,9,1)([26]11,2,1)([27]16,0,2)([28]18,20,1)([29]18,18,1)([30]13,18,2)([31]0,26,1)([32]14,18,1)([33]0,2,0)([34]23,31,3)([35]22,30,1)([36]28,0,3)([37]33,5,1)([38]25,0,3)([39]21,25,2)([40]26,23,2)([41]28,37,2)([42]34,1,1)([43]32,33,3)([44]34,3,2)([45]35,36,1)([46]31,33,3)([47]40,37,3)([48]44,38,3)([49]4,46,1)([50]41,47,0)([51]2,5,1)([52]41,38,1)([53]36,46,2)([54]3,0,1)(28,45,49,47,17,51)"
510,327,27,"{6,6, 7,7, 2,2,27}([6]4,3,0)([7]4,0,1)([8]1,5,1)([9]3,1,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,5,3)([14]5,12,3)([15]8,12,2)([16]5,2,1)([17]10,8,3)([18]2,4,1)([19]6,1,1)([20]12,17,0)([21]15,8,3)([22]7,3,2)([23]6,19,1)([24]6,10,1)([25]8,5,2)([26]11,19,3)([27]19,4,2)([28]19,20,1)([29]15,19,0)([30]15,15,1)([31]13,5,3)([32]14,23,1)([33]1,16,0)([34]1,24,1)([35]22,30,1)([36]28,0,3)([37]0,5,1)([38]30,30,1)([39]26,25,1)([40]26,27,0)([41]0,3,0)([42]4,31,1)([43]32,36,3)([44]2,2,0)([45]35,36,1)([46]2,34,1)([47]40,37,3)([48]35,47,0)([49]4,43,1)([50]35,4,0)([51]2,5,1)([52]44,36,1)([53]45,5,3)([54]2,46,3)(28,45,49,47,43,51)"
510,347,27,"{6,6, 7,7, 2,2,27}([6]4,3,0)([7]4,0,1)([8]1,5,1)([9]3,1,0)([10]4,2,1)([11]2,2,1)([12]0,3,1)([13]4,5,3)([14]5,12,3)([15]8,12,2)([16]5,2,1)([17]10,8,3)([18]2,4,1)([19]6,1,1)([20]12,17,0)([21]15,8,3)([22]7,3,2)([23]6,19,1)([24]6,10,1)([25]8,5,2)([26]11,19,3)([27]22,4,2)([28]19,20,1)([29]15,19,0)([30]15,15,1)([31]13,5,3)([32]14,23,1)([33]1,16,0)([34]1,24,1)([35]22,30,1)([36]28,0,3)([37]0,5,1)([38]30,30,1)([39]26,25,1)([40]26,27,0)([41]0,3,0)([42]4,31,1)([43]32,36,3)([44]2,2,0)([45]35,36,1)([46]2,34,1)([47]40,37,3)([48]35,47,0)([49]4,43,1)([50]35,4,0)([51]2,5,1)([52]44,36,1)([53]45,5,3)([54]2,46,3)(28,45,49,47,17,51)"
510,341,27,"{6,6, 7,7, 2,2,27}([6]4,3,0)([7]4,0,1)([8]1,5,1)([9]3,1,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,5,3)([14]5,12,3)([15]8,12,2)([16]5,2,1)([17]10,8,3)([18]2,4,1)([19]3,1,1)([20]12,17,0)([21]15,8,3)([22]7,3,2)([23]6,19,1)([24]6,10,1)([25]8,5,2)([26]11,19,3)([27]22,4,2)([28]19,20,1)([29]15,19,0)([30]15,15,1)([31]13,5,3)([32]14,23,1)([33]1,16,0)([34]1,24,1)([35]22,30,1)([36]28,0,3)([37]0,5,1)([38]30,30,1)([39]26,25,1)([40]26,27,0)([41]0,3,0)([42]4,31,1)([43]32,36,3)([44]2,2,0)([45]35,36,1)([46]2,34,1)([47]40,37,3)([48]35,47,0)([49]4,43,1)([50]35,4,0)([51]2,5,1)([52]44,36,1)([53]45,5,3)([54]2,46,3)(28,45,49,47,17,51)"
510,359,27,"{6,6, 7,7, 2,2,27}([6]4,3,0)([7]4,0,1)([8]1,5,1)([9]3,1,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,5,3)([14]5,12,3)([15]8,12,2)([16]5,2,1)([17]10,8,3)([18]1,4,1)([19]6,1,1)([20]12,17,0)([21]15,8,3)([22]7,3,2)([23]6,19,1)([24]6,10,1)([25]8,5,2)([26]11,19,3)([27]22,4,2)([28]19,20,1)([29]15,19,0)([30]15,15,1)([31]13,5,3)([32]14,23,1)([33]1,16,0)([34]1,24,1)([35]22,30,1)([36]28,0,3)([37]0,5,1)([38]30,30,1)([39]26,25,1)([40]26,27,0)([41]0,3,0)([42]4,30,1)([43]32,36,3)([44]2,2,0)([45]35,36,1)([46]2,34,1)([47]40,37,3)([48]35,47,0)([49]4,43,1)([50]35,4,0)([51]2,5,1)([52]44,36,1)([53]45,5,3)([54]2,46,3)(28,45,49,47,17,51)"
510,359,27,"{6,6, 7,7, 2,2,27}([6]4,3,0)([7]4,0,1)([8]1,5,1)([9]3,1,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,5,3)([14]5,12,3)([15]8,12,2)([16]5,2,1)([17]10,8,3)([18]2,4,1)([19]6,1,1)([20]12,17,0)([21]15,8,3)([22]7,3,2)([23]6,19,1)([24]6,10,1)([25]8,5,2)([26]11,19,3)([27]22,4,2)([28]19,20,1)([29]15,19,0)([30]15,15,1)([31]13,5,3)([32]14,23,1)([33]1,16,0)([34]1,24,1)([35]22,30,1)([36]28,0,3)([37]0,5,1)([38]30,30,1)([39]26,25,1)([40]26,27,0)([41]0,3,0)([42]4,31,1)([43]32,36,3)([44]2,2,0)([45]35,36,1)([46]2,34,1)([47]40,37,3)([48]35,47,0)([49]4,43,1)([50]35,4,0)([51]2,5,1)([52]44,36,1)([53]45,5,3)([54]2,46,3)(28,45,49,47,17,51)"
510,361,26,"{6,6, 7,7, 2,2,26}([6]4,3,0)([7]4,0,1)([8]1,5,1)([9]3,1,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,5,3)([14]5,12,3)([15]8,12,2)([16]5,2,1)([17]10,8,3)([18]2,4,1)([19]6,1,1)([20]12,17,0)([21]15,8,3)([22]7,3,2)([23]6,19,1)([24]6,10,1)([25]8,5,2)([26]11,19,3)([27]22,4,2)([28]19,20,1)([29]15,19,0)([30]15,15,1)([31]13,5,3)([32]14,23,1)([33]1,16,0)([34]1,24,1)([35]22,30,1)([36]28,0,3)([37]0,5,1)([38]30,30,1)([39]26,25,1)([40]26,27,0)([41]0,3,0)([42]4,31,1)([43]39,36,3)([44]2,2,0)([45]35,36,1)([46]2,34,1)([47]40,37,3)([48]35,47,0)([49]4,43,1)([50]35,4,0)([51]2,5,1)([52]44,36,1)([53]45,5,3)([54]2,46,3)(28,45,49,47,17,51)"
511,361,28,"{6,6, 7,7, 2,2,28}([6]4,4,0)([7]1,4,2)([8]1,5,1)([9]4,5,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,7,1)([14]8,1,0)([15]8,3,3)([16]8,0,0)([17]10,8,3)([18]8,7,1)([19]6,1,1)([20]12,6,0)([21]10,4,0)([22]4,15,0)([23]18,15,0)([24]4,10,3)([25]18,8,3)([26]11,19,3)([27]16,5,1)([28]19,20,1)([29]4,24,2)([30]15,13,0)([31]26,21,3)([32]13,3,2)([33]25,17,2)([34]2,0,2)([35]32,30,1)([36]28,0,3)([37]0,5,1)([38]4,32,1)([39]26,23,1)([40]26,30,0)([41]32,29,1)([42]29,31,2)([43]39,36,3)([44]5,2,1)([45]35,36,1)([46]34,34,2)([47]40,37,3)([48]5,46,1)([49]38,43,1)([50]39,4,0)([51]2,5,1)([52]46,43,2)([53]46,37,2)([54]45,47,3)(28,45,49,47,17,51)"
511,363,28,"{6,6, 7,7, 2,2,28}([6]4,4,0)([7]1,4,2)([8]1,5,1)([9]4,5,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,7,1)([14]8,1,0)([15]8,3,3)([16]8,0,0)([17]10,8,3)([18]8,7,1)([19]6,1,1)([20]12,6,0)([21]10,4,0)([22]4,15,0)([23]18,15,0)([24]4,10,3)([25]18,8,3)([26]11,19,3)([27]16,5,1)([28]19,20,1)([29]4,24,2)([30]15,13,0)([31]26,21,3)([32]13,3,2)([33]25,17,2)([34]2,0,2)([35]32,30,1)([36]28,0,3)([37]0,5,1)([38]4,32,2)([39]26,23,1)([40]26,30,0)([41]32,29,1)([42]29,31,2)([43]39,36,3)([44]5,2,1)([45]35,36,1)([46]34,34,2)([47]40,37,3)([48]5,46,1)([49]38,43,1)([50]39,4,0)([51]2,5,1)([52]46,43,2)([53]46,37,2)([54]44,47,3)(28,45,49,47,17,51)"
511,361,28,"{6,6, 7,7, 2,2,28}([6]4,4,0)([7]1,4,2)([8]1,5,1)([9]4,5,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,7,1)([14]8,1,0)([15]8,3,3)([16]8,0,0)([17]10,8,3)([18]8,7,1)([19]6,1,1)([20]12,6,0)([21]10,4,0)([22]4,15,0)([23]18,15,0)([24]4,10,3)([25]18,8,3)([26]11,19,3)([27]16,5,1)([28]19,20,1)([29]4,24,2)([30]15,13,0)([31]26,21,3)([32]13,3,2)([33]25,17,2)([34]2,0,2)([35]32,30,1)([36]28,0,3)([37]0,5,1)([38]4,32,0)([39]26,23,1)([40]26,30,0)([41]32,29,1)([42]29,31,2)([43]39,36,3)([44]5,2,1)([45]35,36,1)([46]34,34,2)([47]40,37,3)([48]5,46,1)([49]38,43,1)([50]39,4,0)([51]2,5,1)([52]46,43,2)([53]46,37,2)([54]38,47,3)(28,45,49,47,17,51)"
511,329,28,"{6,6, 7,7, 2,2,28}([6]4,4,0)([7]1,4,2)([8]1,5,1)([9]4,5,0)([10]4,2,1)([11]3,2,2)([12]0,3,1)([13]4,7,1)([14]8,1,0)([15]8,3,3)([16]8,0,0)([17]10,8,3)([18]8,7,1)([19]6,1,1)([20]12,6,0)([21]10,4,0)([22]4,15,0)([23]18,15,0)([24]4,10,3)([25]18,8,3)([26]11,19,3)([27]21,5,1)([28]19,20,1)([29]4,24,2)([30]15,13,0)([31]26,21,3)([32]13,3,2)([33]16,17,2)([34]2,0,2)([35]32,30,1)([36]28,0,3)([37]0,5,1)([38]4,32,0)([39]26,23,1)([40]26,30,0)([41]32,29,1)([42]29,31,2)([43]39,36,3)([44]5,2,1)([45]35,36,1)([46]34,34,2)([47]40,37,3)([48]5,46,1)([49]38,43,1)([50]39,4,0)([51]2,5,1)([52]46,43,2)([53]46,37,2)([54]38,47,3)(28,45,49,47,17,51)"
511,361,28,"{6,6, 7,7, 2,2,28}([6]4,4,0)([7]1,4,2)([8]1,5,1)([9]4,5,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,7,1)([14]8,1,0)([15]8,3,3)([16]8,0,0)([17]10,8,3)([18]8,7,1)([19]6,1,1)([20]12,6,0)([21]10,4,0)([22]4,15,0)([23]18,15,0)([24]4,10,3)([25]18,8,3)([26]11,19,3)([27]16,5,1)([28]19,20,1)([29]23,24,2)([30]15,13,0)([31]26,21,3)([32]13,3,2)([33]25,17,2)([34]2,0,2)([35]32,30,1)([36]28,0,3)([37]0,5,1)([38]4,32,0)([39]26,23,1)([40]26,30,0)([41]32,29,1)([42]29,31,2)([43]39,36,3)([44]5,2,1)([45]35,36,1)([46]34,34,2)([47]40,37,3)([48]5,46,1)([49]38,43,1)([50]39,4,0)([51]2,5,1)([52]46,43,2)([53]46,37,2)([54]38,47,3)(28,45,49,47,17,51)"
511,357,28,"{6,6, 7,7, 2,2,28}([6]4,4,0)([7]1,4,2)([8]1,5,1)([9]4,5,0)([10]4,2,1)([11]3,2,1)([12]0,3,1)([13]4,7,1)([14]8,1,0)([15]8,3,3)([16]8,0,0)([17]10,8,3)([18]8,7,1)([19]6,1,1)([20]12,6,0)([21]10,4,0)([22]4,15,0)([23]18,15,0)([24]4,10,3)([25]18,8,3)([26]11,19,3)([27]16,5,1)([28]18,20,1)([29]4,24,2)([30]15,13,0)([31]26,3,3)([32]13,3,2)([33]25,26,2)([34]2,0,2)([35]32,30,1)([36]28,0,3)([37]0,5,1)([38]4,32,0)([39]26,23,1)([40]26,30,0)([41]32,29,1)([42]29,31,2)([43]39,36,3)([44]5,2,1)([45]35,36,1)([46]34,34,2)([47]40,37,3)([48]5,46,1)([49]38,43,1)([50]39,4,0)([51]2,5,1)([52]46,43,2)([53]46,37,2)([54]38,47,3)(28,45,49,47,17,51)"
512,363,31,"{6,6, 7,7, 2,2,31}([6]3,5,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,1)([13]0,6,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]9,8,1)([19]9,1,1)([20]0,3,1)([21]16,3,0)([22]0,5,1)([23]18,8,2)([24]3,17,0)([25]6,14,0)([26]11,19,3)([27]14,2,3)([28]19,20,1)([29]15,4,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,21,1)([35]32,25,1)([36]28,0,3)([37]22,25,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]40,1,0)([42]29,39,3)([43]39,36,3)([44]5,38,3)([45]34,35,1)([46]4,40,1)([47]40,37,3)([48]35,1,1)([49]38,43,1)([50]36,34,0)([51]2,5,1)([52]1,43,0)([53]40,46,3)([54]46,46,0)(28,45,49,47,17,51)"
512,363,31,"{6,6, 7,7, 2,2,31}([6]3,5,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,1)([13]0,6,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]9,8,1)([19]9,1,1)([20]0,3,1)([21]16,3,0)([22]0,5,1)([23]18,8,2)([24]3,17,0)([25]6,14,0)([26]11,19,3)([27]16,2,3)([28]19,20,1)([29]15,4,0)([30]19,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,21,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]40,1,1)([42]29,39,3)([43]39,36,3)([44]5,38,3)([45]34,35,1)([46]4,40,1)([47]40,37,3)([48]35,1,1)([49]38,43,1)([50]36,34,1)([51]2,5,1)([52]1,43,0)([53]40,46,3)([54]46,46,0)(28,45,49,47,17,51)"
512,357,31,"{6,6, 7,7, 2,2,31}([6]3,5,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,1)([13]0,6,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]9,8,1)([19]9,1,1)([20]0,3,1)([21]16,3,0)([22]0,5,1)([23]18,8,2)([24]3,17,0)([25]6,14,0)([26]11,19,3)([27]14,2,3)([28]19,20,1)([29]15,4,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,21,1)([35]32,25,1)([36]22,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]40,1,1)([42]29,39,3)([43]39,36,3)([44]5,38,3)([45]34,35,1)([46]4,40,1)([47]40,37,3)([48]35,1,1)([49]38,43,1)([50]36,34,1)([51]2,5,1)([52]1,43,0)([53]40,46,3)([54]46,46,0)(28,45,49,47,17,51)"
512,363,31,"{6,6, 7,7, 2,2,31}([6]3,5,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,1)([13]0,6,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]9,8,1)([19]9,1,1)([20]0,3,1)([21]16,3,0)([22]0,5,1)([23]18,8,2)([24]3,17,0)([25]6,14,0)([26]11,19,3)([27]14,2,3)([28]19,20,1)([29]15,4,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,0)([34]31,21,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]40,1,1)([42]29,39,3)([43]39,36,3)([44]5,38,3)([45]34,35,1)([46]4,40,1)([47]40,37,3)([48]35,1,1)([49]38,43,1)([50]36,34,1)([51]2,5,1)([52]1,43,0)([53]40,46,3)([54]46,46,0)(28,45,49,47,17,51)"
512,363,31,"{6,6, 7,7, 2,2,31}([6]3,5,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,1)([13]0,6,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]9,8,1)([19]9,1,1)([20]0,3,1)([21]16,3,0)([22]0,5,1)([23]18,8,2)([24]3,17,0)([25]6,14,0)([26]11,19,3)([27]14,2,3)([28]19,20,1)([29]15,4,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,21,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]40,1,1)([42]29,39,3)([43]39,36,3)([44]5,38,3)([45]34,35,1)([46]4,40,1)([47]40,37,3)([48]35,1,1)([49]38,43,1)([50]36,34,1)([51]2,5,1)([52]1,43,0)([53]40,46,3)([54]46,46,0)(28,45,49,47,17,51)"
512,364,31,"{6,6, 7,7, 2,2,31}([6]3,5,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,1)([13]0,6,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]9,8,1)([19]9,1,1)([20]0,3,1)([21]16,3,0)([22]0,5,1)([23]18,8,2)([24]3,17,0)([25]6,14,0)([26]11,19,3)([27]14,2,3)([28]19,20,1)([29]15,4,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,30,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]40,1,1)([42]29,39,3)([43]39,36,3)([44]5,38,3)([45]34,35,1)([46]4,40,1)([47]40,37,3)([48]35,1,1)([49]38,43,1)([50]36,34,1)([51]2,5,1)([52]1,43,0)([53]40,46,3)([54]46,46,0)(28,45,49,47,17,51)"
513,364,31,"{6,6, 7,7, 2,2,31}([6]3,4,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,3,2)([13]0,11,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]0,8,1)([19]9,1,1)([20]0,3,1)([21]16,8,0)([22]0,5,1)([23]18,8,2)([24]3,13,0)([25]6,14,0)([26]11,19,3)([27]3,26,3)([28]19,20,1)([29]15,21,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,30,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]0,3,0)([42]29,33,0)([43]39,36,3)([44]5,38,2)([45]34,35,1)([46]4,33,1)([47]40,37,3)([48]47,1,1)([49]38,43,1)([50]40,43,2)([51]2,5,1)([52]34,43,1)([53]47,39,3)([54]43,46,0)(28,45,49,47,17,51)"
513,355,31,"{6,6, 7,7, 2,2,31}([6]3,4,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,2)([13]0,11,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]0,8,1)([19]9,1,1)([20]0,3,1)([21]16,8,0)([22]0,5,1)([23]18,8,2)([24]3,13,0)([25]6,14,0)([26]11,19,3)([27]3,26,3)([28]19,20,1)([29]15,21,0)([30]14,13,2)([31]23,3,2)([32]13,20,3)([33]13,15,1)([34]31,30,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]0,3,0)([42]29,33,0)([43]39,36,3)([44]5,38,2)([45]34,35,1)([46]4,33,1)([47]40,37,3)([48]41,1,1)([49]38,43,1)([50]40,45,2)([51]2,5,1)([52]34,43,1)([53]47,39,3)([54]43,46,0)(28,45,49,47,17,51)"
513,365,31,"{6,6, 7,7, 2,2,31}([6]3,0,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,2)([13]0,11,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]0,8,1)([19]9,1,1)([20]0,3,1)([21]16,8,0)([22]0,5,1)([23]18,8,2)([24]3,13,0)([25]6,14,0)([26]11,19,3)([27]3,26,3)([28]19,20,1)([29]15,21,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,30,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]0,3,0)([42]29,33,0)([43]39,36,3)([44]5,38,2)([45]34,35,1)([46]4,33,0)([47]40,37,3)([48]41,1,1)([49]38,43,1)([50]40,43,2)([51]2,5,1)([52]34,43,1)([53]47,39,3)([54]43,46,0)(28,45,49,47,17,51)"
513,315,31,"{6,6, 7,7, 2,2,31}([6]3,4,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,3)([11]3,2,1)([12]3,4,2)([13]0,11,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]0,8,1)([19]9,1,1)([20]0,3,1)([21]16,8,0)([22]0,5,1)([23]18,8,2)([24]3,13,0)([25]6,14,2)([26]11,19,3)([27]3,26,3)([28]19,20,1)([29]15,21,0)([30]3,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,30,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]0,3,0)([42]29,33,0)([43]39,36,3)([44]5,38,2)([45]34,35,1)([46]4,33,1)([47]40,37,3)([48]41,1,1)([49]38,43,1)([50]40,43,2)([51]2,5,1)([52]34,43,1)([53]47,39,3)([54]43,46,0)(28,45,49,47,17,51)"
513,364,31,"{6,6, 7,7, 2,2,31}([6]3,4,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,2)([13]0,11,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]0,8,1)([19]9,1,1)([20]0,3,1)([21]16,8,0)([22]0,5,1)([23]18,8,2)([24]3,13,0)([25]6,14,0)([26]11,19,3)([27]3,26,3)([28]19,20,1)([29]15,21,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,30,1)([35]32,25,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]0,3,0)([42]29,33,0)([43]39,36,3)([44]5,38,2)([45]34,35,1)([46]4,33,1)([47]40,37,3)([48]41,1,1)([49]38,43,1)([50]40,43,2)([51]2,5,1)([52]34,43,1)([53]47,39,3)([54]43,46,0)(28,45,49,47,17,51)"
513,363,32,"{6,6, 7,7, 2,2,32}([6]3,4,2)([7]2,5,1)([8]1,5,1)([9]4,4,2)([10]4,2,1)([11]3,2,1)([12]3,4,2)([13]0,11,0)([14]0,2,3)([15]0,1,3)([16]0,6,1)([17]10,8,3)([18]0,8,1)([19]9,1,1)([20]0,3,1)([21]16,8,0)([22]0,5,1)([23]18,8,2)([24]19,13,0)([25]6,14,0)([26]11,19,3)([27]3,26,3)([28]19,20,1)([29]15,21,0)([30]14,13,2)([31]23,3,2)([32]19,20,3)([33]13,15,1)([34]31,30,1)([35]32,21,1)([36]28,0,3)([37]22,1,0)([38]4,26,2)([39]26,23,1)([40]26,2,0)([41]0,3,0)([42]29,33,0)([43]39,36,3)([44]5,38,2)([45]34,35,1)([46]4,33,1)([47]40,37,3)([48]41,1,1)([49]38,43,1)([50]40,43,2)([51]2,5,1)([52]34,43,1)([53]47,39,3)([54]43,46,0)(28,45,49,47,17,51)"
